,Unnamed: 0.1,start,end,strand,utr5,genes,utrs,Osize,newRPK
917,ydeK,1592132,1596109,1,,['ydeK'],,1,0.7824982450820795
918,lsrRK,1596640,1599264,1,,"['lsrR', 'lsrK']",['lsrR-lsrK'],2,2.7402997280451635
919,lsrACDBFG-tam,1599513,1606127,0,,"['lsrA', 'lsrC', 'lsrD', 'lsrB', 'lsrF', 'lsrG', 'tam']","['lsrD-lsrB', 'lsrB-lsrF', 'lsrF-lsrG', 'lsrG-tam']",7,1.1387043822462901
920,yneE,1606131,1607045,1,,['yneE'],,1,5.182283892601035
921,uxaB,1607252,1608703,1,,['uxaB'],,1,1.648708033559827
922,yneF,1608930,1609907,1,yneF-,['yneF'],['yneF-'],1,10.818193146410357
923,yneHG,1609989,1611274,1,,"['yneH', 'yneG']",,2,20.827804756445083
924,sad,1611338,1612868,1,sad-,['sad'],['sad-'],1,4.870416278685544
925,yneJ,1612803,1613708,0,yneJ - ,['yneJ'],['yneJ-'],1,3.3064526898554525
926,yneK,1613786,1614901,0,,['yneK'],,1,0.08278353381149715
927,ydeA,1615051,1616241,0,,['ydeA'],,1,4.744073161400533
928,marC,1616266,1616931,1,,['marC'],,1,12.665080504675037
929,marRAB,1617143,1618230,0,,"['marR', 'marA', 'marB']","['marR-marA', 'marA-marB']",3,2.166766399655191
930,eamA,1618261,1619190,1,eamA-,['eamA'],['eamA-'],1,14.414744246216626
931,ydeE,1619313,1620542,0,ydeE - ,['ydeE'],['ydeE-'],1,1.2659112875813014
932,yneM,1620610,1620764,0,yneM - ,['yneM'],['yneM-'],1,2.867206437996991
933,mgrR,1620840,1620937,1,,['mgrR'],,1,358.53545168123543
934,dgcZ,1620983,1621873,1,,['dgcZ'],,1,14.309522367710427
935,ydeI,1622128,1622520,1,,['ydeI'],,1,0.08352846698546904
936,ydeJ,1622796,1623314,0,,['ydeJ'],,1,0.3791455560196717
937,dcp,1623358,1625403,1,,['dcp'],,1,9.767340331703164
938,ydfG,1625512,1626286,0,ydfG - ,['ydfG'],['ydfG-'],1,12.775054492653162
939,ydfH,1626349,1627061,0,ydfH - ,['ydfH'],['ydfH-'],1,3.5406910821297575
940,ydfZ,1627191,1627441,0,ydfZ - ,['ydfZ'],['ydfZ-'],1,1.331614388226391
941,ydfI,1627476,1628936,1,,['ydfI'],,1,0.8399815793866484
942,ydfJ,1629025,1630308,1,,['ydfJ'],,1,0.4667950246227339
943,ydfK,1630737,1631328,0,ydfK - ,['ydfK'],['ydfK-'],1,0.14856293885649824
944,pinQ,1631621,1632235,0,pinQ - ,['pinQ'],['pinQ-'],1,0.06470626733174963
945,nohA-ydfN-tfaQ,1632333,1634390,1,,"['nohA', 'ydfN', 'tfaQ']",,3,0.41010660231938045
946,ynfO-ydfO,1634779,1635480,0,,"['ynfO', 'ydfO']",['ynfO-ydfO'],2,0.07505054601437433
947,gnsB,1635632,1635869,1,gnsB-,['gnsB'],['gnsB-'],1,10.30550036427409
948,ynfN,1635977,1636132,1,,['ynfN'],,1,0.0
949,cspI,1636478,1636690,1,,['cspI'],,1,0.13657040097195125
950,essQ-ydfR-rrrQ-ydfP,1637053,1638608,1,,"['essQ', 'ydfR', 'rrrQ', 'ydfP']",['essQ-ydfR'],4,0.10989832307754564
951,cspB,1639362,1639577,1,,['cspB'],,1,0.1800324030945355
952,cspF,1639738,1640090,0,cspF - ,['cspF'],['cspF-'],1,0.8744659733779313
953,ydfUT,1640512,1642327,1,,"['ydfU', 'ydfT']",['ydfU-ydfT'],2,0.43933921511735063
954,rem,1642674,1642925,1,,['rem'],,1,10.460049625732303
955,relBE-hokD,1643142,1643924,1,relB-,"['relB', 'relE', 'hokD']","['relB-', 'relE-hokD']",3,38.32418214073389
956,ydfV,1643920,1644225,0,,['ydfV'],,1,0.09127705643237582
957,flxA,1644428,1644760,0,,['flxA'],,1,0.0
958,dicC-ydfXW,1645197,1645873,1,,"['dicC', 'ydfX', 'ydfW']",['ydfX-ydfW'],3,0.36358885353541676
959,dicA,1645953,1646364,0,dicA - ,['dicA'],['dicA-'],1,1.4416814947684033
960,ydfABC,1646531,1647064,0,,"['ydfA', 'ydfB', 'ydfC']","['ydfA-ydfB', 'ydfB-ydfC']",3,0.14729320045541627
961,dicF,1647405,1647457,0,,['dicF'],,1,73.41721745640777
962,dicB-ydfDE-insD-intQ,1647632,1650731,0,,"['dicB', 'ydfD', 'ydfE', 'insD', 'intQ']",['ydfD-ydfE'],5,0.665800591146017
963,ynfP,1650751,1650861,1,,['ynfP'],,1,0.1710718573736491
964,rspAB,1650919,1653164,1,,"['rspA', 'rspB']",['rspA-rspB'],2,0.42659628449194403
965,ynfA,1653370,1653696,1,,['ynfA'],,1,27.771794640308286
966,ynfB-speG,1653831,1654767,0,,"['ynfB', 'speG']",['ynfB-speG'],2,4.7130192941950915
967,ynfC,1654770,1655505,1,ynfC-,['ynfC'],['ynfC-'],1,1.6287087272162781
968,ynfD,1655562,1655893,0,ynfD - ,['ynfD'],['ynfD-'],1,2.365033698067398
969,ynfEFGH-dmsD,1656092,1663143,0,,"['ynfE', 'ynfF', 'ynfG', 'ynfH', 'dmsD']","['ynfE-ynfF', 'ynfF-ynfG', 'ynfG-ynfH', 'ynfH-dmsD']",5,3.7845973565792925
970,clcB,1663338,1664594,0,,['clcB'],,1,3.588597898822851
971,mlc-ynfK,1664547,1666587,1,,"['mlc', 'ynfK']",['mlc-ynfK'],2,13.375641057302527
972,ynfL,1666722,1667615,1,,['ynfL'],,1,1.1579443140481511
973,ynfM,1667722,1668975,0,,['ynfM'],,1,3.8705716556569834
974,asr,1669399,1669707,0,,['asr'],,1,0.2191751898942816
975,ydgD,1669939,1670804,0,ydgD - ,['ydgD'],['ydgD-'],1,13.266187091354308
976,mdtJI,1670843,1671524,1,,"['mdtJ', 'mdtI']",,2,7.641442677892298
977,tqsA,1671801,1672970,0,tqsA - ,['tqsA'],['tqsA-'],1,2.0839700285044596
978,pntAB,1672995,1676037,1,pntA-,"['pntA', 'pntB']","['pntA-', 'pntA-pntB']",2,83.37621810582824
979,ydgH,1676331,1677394,0,ydgH - ,['ydgH'],['ydgH-'],1,12.078014652006148
980,ydgI-folM,1677580,1679721,0,,"['ydgI', 'folM']",['ydgI-folM'],2,7.649741265553292
981,ydgC,1679718,1680053,1,,['ydgC'],,1,11.334225516973527
982,rstAB,1680159,1682206,0,rstA - ,"['rstA', 'rstB']","['rstA-', 'rstA-rstB']",2,14.856517016059517
983,tus,1682282,1683211,0,,['tus'],,1,1.6977739295233536
984,fumAC,1683208,1686464,1,fumA-,"['fumA', 'fumC']","['fumA-', 'fumA-fumC']",2,63.48292635402454
985,manA,1686599,1687774,0,,['manA'],,1,3.816151621072523
986,ydgA,1687817,1689383,0,ydgA - ,['ydgA'],['ydgA-'],1,4.798420282571773
987,uidABC,1689609,1694094,1,,"['uidA', 'uidB', 'uidC']",['uidB-uidC'],3,3.167996562422071
988,uidR,1694485,1695097,1,uidR-,['uidR'],['uidR-'],1,8.655963738316098
989,hdhA,1695296,1696063,1,,['hdhA'],,1,14.407443770113764
990,malI,1696175,1697264,1,malI-,['malI'],['malI-'],1,7.853200040630118
991,malXY,1697378,1700152,0,,"['malX', 'malY']",['malX-malY'],2,8.609537105526446
992,add,1700227,1701257,0,add - ,['add'],['add-'],1,10.057677282075241
993,ydgJ,1701291,1702354,1,ydgJ-,['ydgJ'],['ydgJ-'],1,45.89309513385901
994,blr,1702535,1702699,0,blr - ,['blr'],['blr-'],1,9.50189994627811
995,cnu,1702972,1703187,0,,['cnu'],,1,1.0963168191062531
996,ydgK-rsxABCDGE-nth,1703229,1710181,0,ydgK - ,"['ydgK', 'rsxA', 'rsxB', 'rsxC', 'rsxD', 'rsxG', 'rsxE', 'nth']","['ydgK-', 'ydgK-rsxA', 'rsxD-rsxG', 'rsxG-rsxE']",8,19.12144351358082
997,tppB,1710696,1712294,0,tppB - ,['tppB'],['tppB-'],1,68.40578799358636
998,gstA,1712400,1713005,0,,['gstA'],,1,6.18042906488902
999,pdxH-tyrS-pdxY,1713049,1716057,1,pdxH-,"['pdxH', 'tyrS', 'pdxY']","['pdxH-', 'pdxH-tyrS', 'tyrS-pdxY']",3,30.582955697628318
1000,mliC,1716089,1716418,1,,['mliC'],,1,4.646544926073821
1001,anmK,1716516,1717654,1,anmK-,['anmK'],['anmK-'],1,32.234933663315246
1002,slyB,1717774,1718366,0,slyB - ,['slyB'],['slyB-'],1,118.34597904363973
1003,slyA,1718413,1718902,1,slyA-,['slyA'],['slyA-'],1,16.143103339752017
1004,ydhIJK,1719048,1722156,0,,"['ydhI', 'ydhJ', 'ydhK']",['ydhI-ydhJ'],3,4.38570962487635
1005,sodC,1722157,1722678,1,,['sodC'],,1,9.851295698718127
1006,ydhF,1722759,1723655,1,,['ydhF'],,1,30.599055729344556
1007,ydhL,1723704,1723943,1,,['ydhL'],,1,8.282846630579733
1008,nemRA-gloA,1724046,1726267,0,,"['nemR', 'nemA', 'gloA']","['nemR-nemA', 'nemA-gloA']",3,6.967097793833142
1009,rnt-lhr,1726370,1731726,0,,"['rnt', 'lhr']",['rnt-lhr'],2,3.563777244684575
1010,grxD,1731777,1732212,1,grxD-,['grxD'],['grxD-'],1,121.60144842730783
1011,mepH,1732458,1733273,0,,['mepH'],,1,10.997149051745234
1012,sodB,1733348,1733982,0,sodB - ,['sodB'],['sodB-'],1,44.814656932923945
1013,ydhP,1734144,1735313,1,,['ydhP'],,1,8.793667441685788
1014,purR,1735867,1736892,0,,['purR'],,1,53.26335709848795
1015,ydhB,1736889,1737821,1,,['ydhB'],,1,12.97175151341485
1016,ydhC,1737934,1739145,0,,['ydhC'],,1,7.089095803808919
1017,cfa,1739224,1740584,0,cfa - ,['cfa'],['cfa-'],1,9.172929998605499
1018,ribC,1740624,1741298,1,ribC-,['ribC'],['ribC-'],1,11.940010838543184
1019,mdtK,1741480,1742853,0,,['mdtK'],,1,20.5579077286742
1020,ydhQ,1742894,1744187,1,ydhQ-,['ydhQ'],['ydhQ-'],1,15.192851345225991
1021,valVW,1744458,1744615,0,,"['valV', 'valW']",['valV-valW'],2,383.8746896076253
1022,ydhR,1744696,1745028,0,ydhR - ,['ydhR'],['ydhR-'],1,11.107567124728916
1023,ydhS,1745114,1746758,0,ydhS - ,['ydhS'],['ydhS-'],1,0.12353927539254837
1024,ydhYVWXUT,1746770,1752500,1,,"['ydhY', 'ydhV', 'ydhW', 'ydhX', 'ydhU', 'ydhT']","['ydhY-ydhV', 'ydhV-ydhW', 'ydhW-ydhX', 'ydhU-ydhT']",6,0.782098484958855
1025,ydhZ,1752955,1753188,1,ydhZ-,['ydhZ'],['ydhZ-'],1,3.0832482444857545
1026,pykF,1753491,1755133,0,pykF - ,['pykF'],['pykF-'],1,18.60857033127448
1027,lpp,1755406,1755680,0,lpp - ,['lpp'],['lpp-'],1,9246.025474456383
1028,ynhG,1755744,1756887,1,ynhG-,['ynhG'],['ynhG-'],1,4.5357864933746335
1029,sufABCDSE,1756897,1762409,1,,"['sufA', 'sufB', 'sufC', 'sufD', 'sufS', 'sufE']","['sufA-sufB', 'sufB-sufC', 'sufS-sufE']",6,5.344627554348367
1030,rydB,1762736,1762803,1,,['rydB'],,1,1.264050275295078
1031,ydiJ-menI-ydiH,1762957,1766708,1,,"['ydiJ', 'menI', 'ydiH']",['menI-ydiH'],3,19.410845136991384
1032,ydiK,1767000,1768209,0,ydiK - ,['ydiK'],['ydiK-'],1,43.609543372985314
1033,rprA,1768395,1768499,0,,['rprA'],,1,0.4007904462612614
1034,ydiL,1768638,1768994,0,,['ydiL'],,1,0.31399656297807255
1035,ydiM,1769094,1770308,0,,['ydiM'],,1,0.22427042989843102
1036,ydiNB-aroD,1770535,1773467,0,,"['ydiN', 'ydiB', 'aroD']","['ydiN-ydiB', 'ydiB-aroD']",3,0.5876353875230178
1037,ydiFO,1773610,1776370,0,,"['ydiF', 'ydiO']",['ydiF-ydiO'],2,0.13184870346354613
1038,ydiP,1776413,1777324,1,,['ydiP'],,1,0.9259916815079084
1039,ydiQRST-fadK,1777640,1782700,0,,"['ydiQ', 'ydiR', 'ydiS', 'ydiT', 'fadK']","['ydiQ-ydiR', 'ydiR-ydiS', 'ydiT-fadK']",5,0.47297632346930446
1040,ppsA,1782757,1785184,1,ppsA-,['ppsA'],['ppsA-'],1,84.40198548527965
1041,ppsR,1785438,1786301,0,ppsR - ,['ppsR'],['ppsR-'],1,2.424600870499731
1042,aroH,1786344,1787504,0,aroH - ,['aroH'],['aroH-'],1,8.250361112327338
1043,ydiE,1787636,1787827,0,,['ydiE'],,1,0.7519338656488378
1044,ydiU,1787831,1789277,1,ydiU-,['ydiU'],['ydiU-'],1,32.02604512262053
1045,ydiV,1789330,1790214,1,ydiV-,['ydiV'],['ydiV-'],1,3.37722559082429
1046,nlpC,1790290,1790783,1,nlpC-,['nlpC'],['nlpC-'],1,29.24570586650442
1047,btuCED,1790832,1793175,1,,"['btuC', 'btuE', 'btuD']",['btuC-btuE'],3,45.45737821490633
1048,thrS-infC-rpmI-rplT-pheMST-ihfA,1793276,1800756,1,thrS-,"['thrS', 'infC', 'rpmI', 'rplT', 'pheM', 'pheS', 'pheT', 'ihfA']","['thrS-', 'thrS-infC', 'infC-rpmI', 'rpmI-rplT', 'rplT-pheM', 'pheM-pheS', 'pheS-pheT', 'pheT-ihfA']",8,163.36775049031849
1049,arpB_1B_2,1801117,1803016,0,,"['arpB_1', 'arpB_2']",['arpB_1-arpB_2'],2,0.04424872617756785
1050,yniD,1803188,1803295,0,,['yniD'],,1,0.5332381214824495
1051,ydiY,1803348,1804106,1,,['ydiY'],,1,23.879410707308974
1052,pfkB,1804393,1805322,0,,['pfkB'],,1,4.392566289719614
1053,ydiZ,1805398,1805713,0,ydiZ - ,['ydiZ'],['ydiZ-'],1,1.7557984787277148
1054,yniA,1805793,1806679,0,yniA - ,['yniA'],['yniA-'],1,17.736965810835052
1055,yniB,1806720,1807373,1,yniB-,['yniB'],['yniB-'],1,10.058819847198746
1056,yniC,1807403,1808071,0,,['yniC'],,1,16.80613801227525
1057,ydjM,1808234,1808824,0,,['ydjM'],,1,3.1231248411935897
1058,ydjN,1808905,1810348,0,ydjN - ,['ydjN'],['ydjN-'],1,5.875182840234701
1059,ydjO,1810352,1811167,1,,['ydjO'],,1,0.182824349452686
1060,cedA,1811444,1811686,1,,['cedA'],,1,3.663204775693255
1061,katE,1811890,1814151,0,,['katE'],,1,0.8060362566628165
1062,chbBCARFG,1814409,1819642,1,,"['chbB', 'chbC', 'chbA', 'chbR', 'chbF', 'chbG']","['chbB-chbC', 'chbC-chbA', 'chbA-chbR', 'chbR-chbF', 'chbF-chbG']",6,5.331854530870485
1063,osmE,1819941,1820308,1,osmE-,['osmE'],['osmE-'],1,15.726069301412855
1064,nadE,1820451,1821308,0,nadE - ,['nadE'],['nadE-'],1,2.8409607558497356
1065,cho,1821538,1822425,0,,['cho'],,1,3.610481788609173
1066,ves,1822385,1822960,1,,['ves'],,1,2.9963120178665523
1067,spy,1823163,1823760,1,spy-,['spy'],['spy-'],1,6.99418731018629
1068,astCADBE,1823978,1830005,1,,"['astC', 'astA', 'astD', 'astB', 'astE']",,5,5.699353703984921
1069,xthA,1830422,1831257,0,xthA - ,['xthA'],['xthA-'],1,9.315697730868264
1070,ydjXYZ-ynjABCD,1831368,1837423,0,ydjX - ,"['ydjX', 'ydjY', 'ydjZ', 'ynjA', 'ynjB', 'ynjC', 'ynjD']","['ydjX-', 'ydjX-ydjY', 'ydjY-ydjZ', 'ynjA-ynjB', 'ynjB-ynjC']",7,4.193965206007823
1071,ynjE,1837462,1838797,0,ynjE - ,['ynjE'],['ynjE-'],1,1.7123914787577164
1072,ynjF,1838806,1839426,1,,['ynjF'],,1,35.119066239429934
1073,nudG,1839513,1839920,0,,['nudG'],,1,8.846509728166437
1074,ynjH,1839886,1840158,1,,['ynjH'],,1,2.753408944076677
1075,gdhA,1840328,1841737,0,gdhA - ,['gdhA'],['gdhA-'],1,5.408172413579077
1076,ynjI,1841854,1842894,1,,['ynjI'],,1,0.8118255952829257
1077,ydjA-selD-topB,1843022,1846724,1,ydjA-,"['ydjA', 'selD', 'topB']","['ydjA-', 'ydjA-selD', 'selD-topB']",3,67.8017606751694
1078,sppA,1846815,1848716,0,sppA - ,['sppA'],['sppA-'],1,8.4379048307049
1079,ansA-pncA,1848883,1850551,0,,"['ansA', 'pncA']",['ansA-pncA'],2,7.271262291266878
1080,ydjE,1850644,1852002,1,,['ydjE'],,1,1.607833205942342
1081,ydjF,1852119,1852877,1,,['ydjF'],,1,1.5025686788204797
1082,ydjLKJIHG,1853014,1859550,1,ydjL-,"['ydjL', 'ydjK', 'ydjJ', 'ydjI', 'ydjH', 'ydjG']","['ydjL-', 'ydjL-ydjK', 'ydjK-ydjJ', 'ydjJ-ydjI', 'ydjI-ydjH', 'ydjH-ydjG']",6,0.7116871900376914
1083,yeaC,1859725,1859997,1,,['yeaC'],,1,9.756435616138402
1084,msrB,1860039,1860487,1,msrB-,['msrB'],['msrB-'],1,12.819785976982613
1085,gapA-yeaD,1860756,1862757,0,gapA - ,"['gapA', 'yeaD']","['gapA-', 'gapA-yeaD']",2,89.34111406948948
1086,yeaE,1862805,1863676,1,yeaE-,['yeaE'],['yeaE-'],1,5.510922062070185
1087,mipA,1863749,1864529,1,mipA-,['mipA'],['mipA-'],1,114.39749800278636
1088,yeaGH,1864931,1868261,0,,"['yeaG', 'yeaH']",['yeaG-yeaH'],2,0.9384024360959917
1089,yeaI,1868408,1869883,0,,['yeaI'],,1,0.10651471823096112
1090,yeaJ,1870064,1871554,0,,['yeaJ'],,1,3.252541874041402
1091,yeaK,1871567,1872100,0,yeaK - ,['yeaK'],['yeaK-'],1,3.914990292389806
1092,yoaI,1872101,1872205,1,,['yoaI'],,1,0.26934717969468175
1093,yeaL,1872375,1872821,0,,['yeaL'],,1,5.021889454086712
1094,yeaM,1872778,1873599,1,,['yeaM'],,1,2.5702258018584194
1095,yeaN,1873696,1874877,0,,['yeaN'],,1,1.965763594752486
1096,yeaO,1874900,1875279,0,yeaO - ,['yeaO'],['yeaO-'],1,1.1869720797132575
1097,yoaF,1875301,1875555,1,,['yoaF'],,1,29.83732992947203
1098,yeaP,1875738,1876763,0,,['yeaP'],,1,2.894513124020882
1099,yeaQ,1877030,1877320,1,yeaQ-,['yeaQ'],['yeaQ-'],1,29.31753805787537
1100,yeaR-yoaG,1877426,1877971,1,,"['yeaR', 'yoaG']",['yeaR-yoaG'],2,1.613308210245411
1101,leuE,1878144,1878824,1,leuE-,['leuE'],['leuE-'],1,9.232408532188792
1102,dmlR,1878909,1879832,1,,['dmlR'],,1,13.190359896525347
1103,dmlA,1879900,1881020,0,dmlA - ,['dmlA'],['dmlA-'],1,1.1892574305897545
1104,yeaVW,1881211,1883812,0,,"['yeaV', 'yeaW']",['yeaV-yeaW'],2,0.27855459312593867
1105,yeaX,1883868,1884833,0,,['yeaX'],,1,0.2671871840515044
1106,rnd,1884887,1886014,1,,['rnd'],,1,23.427832016821057
1107,fadD-sroD,1886040,1887769,1,,"['fadD', 'sroD']",,2,11.697860890848276
1108,tsaB-yeaY,1887974,1889290,1,,"['tsaB', 'yeaY']",['tsaB-yeaY'],2,53.51242821641961
1109,yoaA,1889348,1891258,1,,['yoaA'],,1,37.64824517310878
1110,yoaB,1891357,1891734,0,yoaB - ,['yoaB'],['yoaB-'],1,5.385019249757072
1111,yoaC,1892096,1892455,0,,['yoaC'],,1,0.540373911429295
1112,yoaH,1892575,1892754,1,,['yoaH'],,1,5.353836336389494
1113,pabB-nudL,1892780,1894771,0,pabB - ,"['pabB', 'nudL']","['pabB-', 'pabB-nudL']",2,7.396164214413021
1114,sdaA,1894905,1896319,0,sdaA - ,['sdaA'],['sdaA-'],1,79.21369956073114
1115,yoaD,1896450,1898048,0,,['yoaD'],,1,0.7150346325450971
1116,yoaE,1898052,1899795,1,yoaE-,['yoaE'],['yoaE-'],1,65.41557268823065
1117,manXYZ,1899957,1902769,0,manX - ,"['manX', 'manY', 'manZ']","['manX-', 'manX-manY', 'manY-manZ']",3,144.49309237963186
1118,yobD,1902824,1903282,0,,['yobD'],,1,51.64175000462493
1119,mntP,1903711,1904277,0,,['mntP'],,1,11.767854645270434
1120,rlmA,1904274,1905083,1,,['rlmA'],,1,16.70364016742671
1121,yobF-cspC,1905249,1905641,1,yobF-,"['yobF', 'cspC']","['yobF-', 'yobF-cspC']",2,490.07128220911727
1122,yebO,1906284,1906571,1,,['yebO'],,1,24.004515252867822
1123,mgrB,1906646,1906815,1,mgrB-,['mgrB'],['mgrB-'],1,164.15660940587622
1124,yobH,1906948,1907187,0,,['yobH'],,1,1.0419550738748302
1125,kdgR,1907331,1908122,1,,['kdgR'],,1,16.657439644242967
1126,yebQ,1908299,1909672,0,,['yebQ'],,1,1.9141706958643898
1127,htpX,1909718,1910641,1,htpX-,['htpX'],['htpX-'],1,359.6712916113776
1128,proQ-prc,1910791,1913557,1,,"['proQ', 'prc']",['proQ-prc'],2,52.34755623378939
1129,msrC,1913654,1914205,1,,['msrC'],,1,39.056438938254765
1130,yebST,1914166,1918166,0,yebS - ,"['yebS', 'yebT']",['yebS-'],2,5.511681495904648
1131,rsmF,1918219,1919685,0,rsmF - ,['rsmF'],['rsmF-'],1,3.358063746898746
1132,yebV,1919803,1920039,0,,['yebV'],,1,2.1339378654391448
1133,yebW,1920144,1920335,0,,['yebW'],,1,7.330807842551835
1134,pphA,1920336,1920992,1,,['pphA'],,1,0.565290856014466
1135,ryeA,1921089,1921337,0,,['ryeA'],,1,91.64830324887718
1136,sdsR,1921127,1921230,1,,['sdsR'],,1,5.874811622499264
1137,yobA-yebZY,1921388,1922992,1,,"['yobA', 'yebZ', 'yebY']","['yobA-yebZ', 'yebZ-yebY']",3,33.49432870037832
1138,holE,1923111,1923361,0,holE - ,['holE'],['holE-'],1,1.5965974638041416
1139,yobB-exoX,1923330,1924805,0,yobB - ,"['yobB', 'exoX']","['yobB-', 'yobB-exoX']",2,6.920703630797946
1140,ptrB,1924802,1926862,1,,['ptrB'],,1,3.3562540491649524
1141,yebE,1927071,1927757,1,yebE-,['yebE'],['yebE-'],1,9.940116524005312
1142,yebF,1928057,1928439,1,yebF-,['yebF'],['yebF-'],1,10.281168211877118
1143,yebG,1928480,1928770,1,,['yebG'],,1,5.407769406756625
1144,purT,1928904,1930082,0,,['purT'],,1,5.454615662463589
1145,edd-eda,1930138,1932737,1,edd-,"['edd', 'eda']","['edd-', 'edd-eda']",2,50.31422150895384
1146,zwf,1932862,1934337,1,,['zwf'],,1,20.47148056403034
1147,yebK,1934610,1935544,0,yebK - ,['yebK'],['yebK-'],1,4.89664081021812
1148,pykA,1935565,1937114,0,pykA - ,['pykA'],['pykA-'],1,65.6686400297498
1149,lpxM,1937245,1938216,1,,['lpxM'],,1,17.83697661828399
1150,mepM,1938336,1939658,1,,['mepM'],,1,29.97624923133223
1151,znuA,1939674,1940606,1,,['znuA'],,1,25.975764063625927
1152,znuCB,1940685,1942222,0,,"['znuC', 'znuB']",,2,10.182153914624726
1153,ruvAB,1942369,1944031,1,ruvA-,"['ruvA', 'ruvB']","['ruvA-', 'ruvA-ruvB']",2,39.97892411274114
1154,yebB,1944274,1944876,0,,['yebB'],,1,0.23671070911869357
1155,nudB-yebC-ruvC,1944878,1946655,1,,"['nudB', 'yebC', 'ruvC']","['nudB-yebC', 'yebC-ruvC']",3,119.96173100344518
1156,aspS,1946773,1948640,1,aspS-,['aspS'],['aspS-'],1,103.81500760087648
1157,yecDE,1948845,1950236,0,yecD - ,"['yecD', 'yecE']",['yecD-'],2,15.325529358065689
1158,yecN-cmoAB,1950289,1952436,0,,"['yecN', 'cmoA', 'cmoB']",['yecN-cmoA'],3,32.73011806132256
1159,torYZ,1952601,1956155,1,,"['torY', 'torZ']",['torY-torZ'],2,0.7178897879056456
1160,cutC,1956543,1956983,1,,['cutC'],,1,27.977751180632776
1161,yecM,1957303,1957896,1,yecM-,['yecM'],['yecM-'],1,8.147072016118425
1162,argS,1958085,1959818,0,,['argS'],,1,24.649411289264567
1163,yecT,1959995,1960483,0,,['yecT'],,1,0.08013734878398195
1164,flhBAE,1960603,1964214,1,,"['flhB', 'flhA', 'flhE']",,3,9.444181234541645
1165,tar-tap-cheRBYZ,1964416,1970714,1,,"['tar', 'tap', 'cheR', 'cheB', 'cheY', 'cheZ']","['tar-tap', 'tap-cheR', 'cheR-cheB', 'cheB-cheY', 'cheY-cheZ']",6,1.0061233205633513
1166,C0465,1970762,1970839,0,,['C0465'],,1,0.04850341138694936
1167,motAB-cheAW,1970859,1975162,1,,"['motA', 'motB', 'cheA', 'cheW']","['motB-cheA', 'cheA-cheW']",4,0.9799662694316782
1168,flhDC,1975289,1976220,1,,"['flhD', 'flhC']",['flhD-flhC'],2,3.735674872884526
1169,insAB-5A-5B-5,1976541,1977256,1,insA-5-,"['insA-5', 'insAB-5', 'insB-5']",['insA-5-'],3,3.6436635672140008
1170,uspC,1977776,1978204,0,,['uspC'],,1,0.5768149798609603
1171,otsBA,1978211,1980467,1,otsB-,"['otsB', 'otsA']",['otsB-'],2,2.5133600419826174
1172,araFGH,1980577,1984151,1,,"['araF', 'araG', 'araH']","['araF-araG', 'araG-araH']",3,3.0826784716056315
1173,ftnB,1984820,1985451,0,ftnB - ,['ftnB'],['ftnB-'],1,2.7041277185220594
1174,yecJ,1985530,1985809,1,yecJ-,['yecJ'],['yecJ-'],1,9.09587830714473
1175,isrB,1985862,1986021,1,,['isrB'],,1,0.3162725086571145
1176,azuC,1985896,1986025,1,azuC-,['azuC'],['azuC-'],1,0.36051084051441995
1177,yecR,1986245,1986568,0,,['yecR'],,1,5.004567349387598
1178,ftnA,1986705,1987236,0,ftnA - ,['ftnA'],['ftnA-'],1,3.9680747560466942
1179,yecH,1987274,1987585,1,yecH-,['yecH'],['yecH-'],1,3.137959390361237
1180,tyrP,1987704,1988915,0,,['tyrP'],,1,22.454808746505297
1181,yecA,1988977,1989672,1,yecA-,['yecA'],['yecA-'],1,13.811879569106484
1182,glyW-cysT-leuZ,1989838,1990140,1,,"['glyW', 'cysT', 'leuZ']","['glyW-cysT', 'cysT-leuZ']",3,3276.7047792716085
1183,pgsA,1990292,1990873,1,pgsA-,['pgsA'],['pgsA-'],1,67.61013371749716
1184,uvrYC,1990897,1993426,1,uvrY-,"['uvrY', 'uvrC']",['uvrY-'],2,18.07941043799325
1185,yecF,1993841,1994065,0,,['yecF'],,1,5.748488587870363
1186,sdiA,1994133,1994855,1,,['sdiA'],,1,7.861920064573601
1187,dcyD-yecSC,1995085,1997531,1,dcyD-,"['dcyD', 'yecS', 'yecC']","['dcyD-', 'dcyD-yecS']",3,11.676068152876164
1188,fliAZY,1997608,1999842,1,fliA-,"['fliA', 'fliZ', 'fliY']","['fliA-', 'fliA-fliZ', 'fliZ-fliY']",3,10.93834262183239
1189,fliC,2000133,2001698,1,fliC-,['fliC'],['fliC-'],1,3.6270280897870526
1190,fliDST,2001859,2004101,0,fliD - ,"['fliD', 'fliS', 'fliT']","['fliD-', 'fliD-fliS']",3,0.3194108338514032
1191,amyA,2004155,2005666,0,amyA - ,['amyA'],['amyA-'],1,1.8817788579739538
1192,yedD,2005700,2006140,1,yedD-,['yedD'],['yedD-'],1,375.45004229997005
1193,yedEF,2006263,2007735,0,yedE - ,"['yedE', 'yedF']",['yedE-'],2,23.51000876147065
1194,yedK,2007844,2008512,0,,['yedK'],,1,0.9175235367120361
1195,yedL,2008623,2009102,0,,['yedL'],,1,0.4870176638722008
1196,yedN_1N_2,2009371,2009892,1,,"['yedN_1', 'yedN_2']",['yedN_1-yedN_2'],2,0.0398602866502187
